id,ra,dec,otype
2dFGRS TGS511Z298,27.716250000000002,-33.123333333333335,G
WiggleZ S15J150208227+00183707,225.534278,0.310298,G
WISE J042845.15-255942.3,67.1881575984921,-25.995091066135835,G
SDSS J155355.76+465554.8,238.48233902345993,46.931902555545825,G
VIPERS 117056917,37.810357,-5.343684,G
COSMOS2015 246174,149.81129166666668,1.6570833333333332,G
2dFGRS TGS445Z121,14.640416666666667,-31.679722222222225,G
WiggleZ S15J150423755-00384915,226.09897719999998,-0.646985,G
WiggleZ S15J150211140+05202674,225.546416,5.340762,G
SDSS J142156.32+370916.8,215.48468761949624,37.15467773988362,G
LEDA 1647050,174.76291666666665,21.294444444444448,G
GAMA J092156.33+000255.6,140.48471,0.0488,G
GAMA J092222.59+000641.0,140.59413,0.11141,G
SDSS J151520.34+414649.9,228.83478555300502,41.780549978922224,G
WISE J192445.58+482844.8,291.1900223183941,48.479088315160844,G
LEDA 1428907,193.71541666666667,13.355277777777777,G
GAMA 4277757,140.51128,0.014880000000000003,G
WiggleZ R01J010022981-00484951,15.095789400000003,-0.81378,G
SDSS J150142.33+012900.8,225.426374,1.483559,G
COSMOS2015 1050391,149.87541666666664,2.8968333333333334,G
SDSS J150432.47-005308.4,226.13532,-0.885682,G
WISE J044134.04-261704.0,70.39186207309126,-26.284481116052223,G
COSMOS2015 1021596,149.74595833333333,2.8563333333333336,G
COSMOS2015 250084,150.32720833333337,1.6632222222222222,G
LEDA 1028171,197.54195833333333,-6.828472222222222,G
SDSS J091921.31-002113.8,139.83880833333333,-0.35385,G
WiggleZ S15J150331677+00572631,225.881989,0.9573070000000001,G
WISE J043958.11-254505.7,69.99217813276,-25.75161205523889,G
TKRS 10979,189.13387999999998,62.107105833333335,G
COSMOS2015 255888,150.58320833333335,1.6719999999999997,G
COSMOS2015 1025500,149.83708333333334,2.857027777777778,G
WiggleZ R01J010013107-00484582,15.0546504,-0.812756,G
WISE J185311.80+570205.6,283.29912617418955,57.03490496849722,G
COSMOS2015 1039098,149.76149999999998,2.8802499999999998,G
COSMOS2015 1018869,149.87975,2.85075,G
COSMOS2015 250586,149.97441666666666,1.6636388888888887,G
COSMOS2015 256250,149.66604166666667,1.6727777777777777,G
COSMOS2015 782603,149.59941666666668,2.487861111111111,G
COSMOS2015 1019747,149.82783333333333,2.8525833333333335,G
WiggleZ S15J150417342+05110919,226.07225929999998,5.185886,G
COSMOS2015 1043116,149.87320833333334,2.885361111111111,G
SDSS J150400.87-013557.0,226.003636,-1.599191,G
WiggleZ R01J005758449+00421145,14.493572400000001,0.7031519999999999,G
WiggleZ S15J150305825+03452303,225.77427029999998,3.756397,G
SDSSCGB 25995.2,240.6589666666667,12.318827777777779,G
COSMOS2015 1037354,149.76975,2.8777222222222223,G
[ECD2009] 53.11433-28.77744,53.11433333333333,-28.777666666666665,G
SDSS J213619.95+001806.8,324.08315,0.3019027777777778,G
WiggleZ R01J005816602-00342789,14.569212899999998,-0.574441,G
SDSS J154842.01+462109.3,237.17506615590167,46.35257955046611,G
SDSS J160455.55+474046.1,241.23149547826625,47.67949777228139,G
COSMOS2015 253964,150.04829166666664,1.6687222222222222,G
2dFGRS TGS917Z040,318.1500833333334,-40.49327777777778,G
COSMOS2015 1049866,149.84237499999998,2.8959444444444444,G
SDSS J153243.90+454649.0,233.182901416885,45.78029785035833,G
COSMOS2015 250789,149.79504166666666,1.663833333333333,G
COSMOS2015 1029314,149.74841666666666,2.867138888888889,G
2MASX J21104820-4411109,317.70080415321,-44.186321352449994,G
WiggleZ S15J150412585+06405375,226.0524385,6.681595999999998,G
COSMOS2015 249586,149.99724999999998,1.6622499999999998,G
SDSSCGB 42986.3,209.1454958333333,11.223152777777777,G
SDSSCGB 39501.3,229.39400833333332,33.872252777777774,G
COSMOS2015 1045390,149.81945833333333,2.8899166666666667,G
WiggleZ R01J005850364+03474975,14.7098875,3.797124,G
WISE J190019.58+592149.0,285.08160122326336,59.363598675017506,G
2MASX J04521563-2438183,73.06529150700916,-24.638408792300275,G
WISE J193352.76+461108.2,293.46980871681956,46.18556657443166,G
COSMOS2015 260578,149.951,1.6801944444444443,G
WISE J192801.18+464825.8,292.00500410920375,46.8071130598125,G
WiggleZ R01J005848517-01492515,14.702189500000001,-1.8236810000000006,G
COSMOS2015 1022397,149.8408333333333,2.8537222222222223,G
COSMOS2015 250842,149.507125,1.6639444444444442,G
COSMOS2015 1054769,149.87770833333332,2.90175,G
GOODS J123741.58+621322.5,189.42324499999998,62.2229225,G
WISE J181526.82+411312.0,273.8617800047817,41.21995486664889,G
SDSS J234426.09+144310.8,356.108732,14.719676,G
COSMOS2015 1036767,149.887875,2.876722222222222,G
NGP9 F268-1637530,190.520625,33.358777777777775,G
2MFGC 14830,288.90177478449,47.15664266107,G
COSMOS2015 1052370,149.786125,2.895638888888889,G
WiggleZ R01J005811943-03343521,14.5498,-3.576476,G
WiggleZ S15J150436236+06452867,226.1509833,6.757963999999999,G
COSMOS2015 246412,150.040875,1.65725,G
COSMOS J095905.02+025245.3,149.77091666666664,2.8792500000000003,G
COSMOS2015 1053824,149.76324999999997,2.8981944444444445,G
SDSS J150820.35+403146.0,227.08483821208125,40.52945477051362,G
COSMOS2015 1039441,149.8419583333333,2.8809722222222223,G
[RTG2015] 1797,53.169294,-27.808302,G
GAMA J092221.64+001221.9,140.59016,0.20609,G
LEDA  553301,52.26708333333334,-43.096944444444446,G
WISE J043055.21-245426.7,67.73008415340624,-24.907453988793886,G
WiggleZ S15J150255431+05130891,225.73096319999996,5.219141999999999,G
WISE J183859.51+533851.9,279.74791903285166,53.647799460499996,G
2MASX J18351154+5413281,278.7982878902729,54.2245453782014,G
SDSS J153126.00+450848.5,232.85836321661287,45.146810116685835,G
VIPERS 121058312,32.423946,-4.422314,G
WiggleZ S15J150314725+02421912,225.81135329999998,2.70531,G
LEDA 2795755,14.397499999999997,-40.325833333333335,G
GAMA 807985,140.63781,0.44175,G
LEDA  608090,3.077166666666667,-38.520222222222216,G
WiggleZ R01J005927734-03085043,14.865595,-3.1473700000000004,G
WiggleZ S15J150245676+05544675,225.6903167,5.912984999999999,G
SDSSCGB 74320.3,203.91012916666662,41.92615277777778,G
GAMA 936614,140.22557,0.6586500000000001,G
WISE J185152.60+572346.7,282.9691826254017,57.39630008098722,G
GMP 6197,193.75215,28.409733,G
2MASX J04433375-2628572,70.89075847314334,-26.482517086851665,G
SDSSCGB 74548.1,154.75020416666666,21.940447222222225,G
SDSS J142239.59+363748.8,215.66497672704585,36.630254712514166,G
LEDA 3074964,197.79833333333335,-68.68472222222222,G
COSMOS2015 1038245,149.85341666666665,2.879055555555556,G
SDSSCGB 35174.3,158.56313749999998,41.03562222222222,G
NGP9 F322-1343174,193.041125,28.009805555555555,G
COSMOS2015 296793,149.45458333333332,1.7377500000000001,G
SWIRE J033233.60-285037.1,53.14004166666667,-28.843638888888886,G
COSMOS2015 1049983,149.86308333333335,2.895777777777778,G
GAMA J092528.31-002839.7,141.36795,-0.4777000000000001,G
NGP9 F268-0899416,191.79916666666665,35.74638888888889,G
SDSSCGB 54812.2,187.02374326361996,68.63673653329,G
COSMOS2015 1027641,149.88449999999997,2.8644722222222225,G
COSMOS2015 259552,149.92966666666663,1.6789444444444441,G
SDSS J154646.47+430150.4,236.69361714581748,43.03068734067582,G
COSMOS2015 1035086,149.87666666666667,2.874861111111111,G
2MFGC 16206,321.0841375,-33.04139722222222,G
WiggleZ R01J005928591+00583886,14.8691664,0.9774330000000001,G
WISE J044735.76-253941.1,71.89908256275207,-25.661447958950827,G
SDSS J150318.34+014620.5,225.826431,1.772386,G
SDSS J155430.08+465401.4,238.6253513086558,46.90039052599056,G
WINGS J042833.82-610204.4,67.14092,-61.03456,G
LEDA  839153,36.143750000000004,-20.622222222222224,G
GOODS J123729.17+621708.2,189.37158166666669,62.28569777777778,G
SDSS J150138.29+040749.5,225.409562,4.130424,G
WiggleZ R01J010028094+01434282,15.117095500000001,1.728534,G
2dFGRS TGS554Z016,3.49625,-35.230000000000004,G
SDSSCGB 51034.3,209.139125,13.80583888888889,G
GOODS J123808.42+621600.4,189.53516125,62.26687638888889,G
WiggleZ S15J150421879+06183994,226.09116349999996,6.311094,G
WiggleZ R01J005857253-00005779,14.7385929,-0.01608,G
2MASX J04293638-2543523,67.40170737914666,-25.731200491374995,G
2dFGRS TGS334Z111,333.36327460873,-29.99125669511,G
SDSS J151427.25+423222.7,228.6135847524933,42.53963695708528,G
WiggleZ S15J150232623+05341965,225.63592869999997,5.572126,G
WiggleZ R01J005914308+01040432,14.8096525,1.0678399999999997,G
COSMOS2015 1026469,149.75224999999998,2.861888888888889,G
LEDA 1046704,198.95625,-5.291944444444444,G
COSMOS2015 258261,149.88791666666665,1.6762777777777775,G
COSMOS2015 1018552,149.78599999999997,2.8520555555555553,G
2dFGRS TGS570Z180,28.55333333333333,-34.50194444444445,G
WiggleZ R01J010017270-00382981,15.0719934,-0.641642,G
COSMOS2015 697632,149.52136,2.35806,G
WISE J184709.16+610922.7,281.7881436624146,61.156286532242504,G
[RTG2015] 3503,53.158657,-27.798556,G
COSMOS2015 257438,149.47283333333334,1.6735833333333332,G
COSMOS2015 1038739,149.824875,2.8799444444444444,G
COSMOS2015 1044219,149.84183333333328,2.8867777777777777,G
COSMOS2015 297172,149.84283333333332,1.7388055555555555,G
COSMOS2015 615319,150.50977916666665,2.2345138888888894,G
WISE J044901.30-240517.6,72.25544045433833,-24.088216253645832,G
WISE J180603.49+540724.9,271.5146197646408,54.1236151055925,G
SDSS J150350.14-021932.7,225.958925,-2.325752,G
COSMOS2015 1040171,149.84029166666664,2.8821111111111115,G
LEDA 1725510,353.1691666666667,25.102222222222224,G
COSMOS2015 1040283,149.75404166666667,2.881361111111111,G
WiggleZ R01J005940495+00541234,14.918765400000003,0.9034000000000003,G
WISE J185133.10+591228.4,282.88786258440666,59.20791836375694,G
2dFGRS TGS222Z254,27.6,-26.929166666666667,G
COSMOS2015 1018387,149.74291666666667,2.84775,G
WISE J190819.18+522948.5,287.0799359440462,52.49678993083056,G
COSMOS2015 1038605,149.80245833333333,2.8796944444444446,G
WiggleZ R01J010005660+00211346,15.023621400000003,0.3537120000000001,G
COSMOS2015 257242,149.90124999999998,1.6748888888888886,G
2MASX J18473899+4854299,281.912395631495,48.90846506028777,G
WiggleZ S15J150141112+05294548,225.42130059999997,5.495967,G
COSMOS2015 247901,149.5344166666667,1.6596388888888887,G
GAMA 827816,140.66219,1.0952699999999997,G
LCRS B014834.5-382812,27.683041666666668,-38.222944444444444,G
COSMOS2015 259728,150.0750416666667,1.6780833333333331,G
2dFGRS TGN187Z268,191.39712500000002,-2.6010000000000004,G
SDSS J151832.99+424218.5,229.6374591666642,42.70512244252696,G
WiggleZ R01J005828384-00162612,14.618303399999999,-0.273949,G
COSMOS2015 1055031,149.812375,2.898861111111111,G
COSMOS J095924.08+025154.3,149.8503333333333,2.8650833333333336,G
[RGD2013] J090738.161+111124.036,136.908998,11.189998,G
6dFGS gJ221501.9-270608,333.75775,-27.102191666666666,G
WISE J183032.77+405555.2,277.63653412635165,40.931982463943875,G
COSMOS2015 260145,149.48745833333334,1.679611111111111,G
LEDA  106913,337.1822112149599,-45.18986998533,G
SDSS J150432.89+414902.4,226.13708766954704,41.81734977311528,G
WiggleZ S15J150344852+02072286,225.9368814,2.123016,G
2MASX J19262383+4619271,291.59922827081084,46.32424898842945,G
SDSSCGB 62437.3,257.39829166666664,29.307566666666666,G
COSMOS2015 261632,150.18904166666667,1.6822499999999998,G
WiggleZ R01J010014864+05064038,15.061969100000002,5.111189,G
COSMOS2015 246203,150.112,1.6569444444444443,G
WiggleZ S15J151546608-00070253,228.94420159999999,-0.11737,G
COSMOS2015 1051625,149.76637499999998,2.8974166666666665,G
SDSSCGB 61633.4,120.8989041666667,12.937605555555555,G
WiggleZ R01J010009972-03305052,15.0415855,-3.5140620000000005,G
LEDA 1542368,173.9875,17.81222222222222,G
COSMOS2015 297115,150.17983333333333,1.7385277777777777,G
COSMOS2015 259628,149.451625,1.6778055555555553,G
LEDA 3523507,125.923128,27.247994,G
SDSS J150255.57-020529.5,225.731577,-2.091542,G
WiggleZ S15J150400839+05251760,226.003497,5.421556999999999,G
COSMOS2015 1019093,149.87862499999997,2.852361111111111,G
WiggleZ S15J150204673+02302294,225.5194703,2.506372,G
SDSSCGB 12004.4,134.047325,46.74816388888889,G
GAMA 4295625,140.76801,0.87487,G
GAMA J092520.18+004333.4,141.33408,0.7259399999999999,G
2dFGRS TGS806Z537,11.418291666666667,-41.01811111111111,G
SDSS J153016.15+444313.9,232.56730230101624,44.72052616335417,G
LEDA 2694691,270.15914999999995,67.07447777777777,G
WISE J044619.84-253116.7,71.5827102776175,-25.521345389736947,G
WISE J183748.64+623031.9,279.45257711234876,62.508867793842214,G
COSMOS2015 1017686,149.86570833333332,2.8505833333333337,G
WiggleZ S15J150432017+05044295,226.13340279999997,5.078597,G
LEDA  756674,42.69571352082,-27.324412790440004,G
WiggleZ S15J150331160+02134377,225.87983509999998,2.228824,G
WISE J183714.60+571905.9,279.3108573921533,57.31835463851001,G
WISE J184616.23+472951.0,281.5675973036041,47.49750164466194,G
WiggleZ S15J150404862+00340883,226.0202591,0.569119,G
LCRS B235844.1-415943,0.32479166666666665,-41.716972222222225,G
WiggleZ R01J005958970-03330285,14.995744000000002,-3.5508200000000003,G
COSMOS2015 245985,149.54450000000003,1.6568333333333332,G
WiggleZ R01J010033456-00453298,15.139437899999999,-0.7591890000000001,G
SDSS J142214.15+370712.5,215.55897399606374,37.120145753164444,G
NGP9 F323-0512908,193.63066666666668,29.735555555555557,G
EGSIRAC J141632.68+522431.5,214.1361887083333,52.40876483333333,G
SDSSCGB 8953.2,195.709025,18.5712,G
COSMOS2015 253397,149.62966666666665,1.6680833333333331,G
WISE J192743.56+455728.2,291.9314779756712,45.95788410440001,G
SDSS J215221.79-074459.4,328.090829,-7.749845,G
WISE J182947.67+515943.5,277.44871936747666,51.99542771918639,G
LCRS B232905.1-384105,352.9407083333333,-38.40858333333333,G
COSMOS2015 1034717,149.82345833333332,2.8743333333333334,G
WiggleZ S15J150201687+03135462,225.5070295,3.231839,G
WISE J044418.97-241430.5,71.079035009645,-24.241883999369445,G
WiggleZ R01J005947821-02201792,14.949291999999994,-2.3383400000000005,G
WiggleZ R01J010010913-01490950,15.045506500000002,-1.8193329999999999,G
LEDA 2699931,181.67535342278998,67.4336478909,G
[RTG2015] 3582,53.130399,-27.798391,G
WiggleZ S15J150414306+01165024,226.05961009999996,1.2806210000000002,G
WiggleZ R01J005957699+00213527,14.990447399999999,0.359769,G
Anon J114952-0041,177.467786,-0.688721,G
COSMOS J095921.82+025349.5,149.84091666666666,2.8970833333333332,G
WiggleZ R01J005835220-02303962,14.646787,-2.511033,G
2dFGRS TGS222Z176,28.50875,-27.114444444444445,G
2dFGRS TGS165Z020,47.111291666666666,-26.441083333333335,G
[SGZ2017] J227.643015+05.921975,227.643015,5.9219750000000015,G
WiggleZ S15J150347738+05281004,225.94890629999998,5.469455,G
COSMOS2015 251159,149.53008333333335,1.6636388888888887,G
LCRS B002515.7-420950,6.927458333333334,-41.88730555555556,G
ShaSS 401045172,203.84281569999996,-33.3615509,G
WISE J190235.92+611842.1,285.64965214101545,61.31172564084861,G
WISE J181511.54+592423.9,273.7981248694667,59.406653368666376,G
LEDA 2169356,161.27791666666667,40.68,G
COSMOS2015 248952,150.257125,1.661361111111111,G
COSMOS2015 1050407,149.78441666666666,2.8957222222222225,G
WISE J192521.02+534428.1,291.33755915683366,53.741144791789445,G
VIPERS 411099706,334.087325,2.135972,G
GAMA 4295799,141.26536,0.88111,G
SDSSCGB 70977.1,129.87851322982,35.14406188484,G
LEDA  889449,36.16458333333333,-17.05527777777778,G
SDSSCGB 47815.1,125.09076262876,12.51835498819,G
WiggleZ S15J150334475+03541864,225.89364759999998,3.9051780000000007,G
WiggleZ R01J010030495+01540662,15.1270975,1.9018110000000004,G
SDSS J154543.91+442441.2,236.43299797038662,44.4114361387125,G
WISE J181926.88+563739.5,274.86213981301626,56.62769593105889,G
SDSS J151733.66+434820.7,229.3902872050196,43.80574291462499,G
WiggleZ S15J150416803+06280548,226.0700116,6.46819,G
WISE J184923.96+575809.4,282.3499158507396,57.96927640102611,G
COSMOS2015 380333,149.77026,1.86986,G
COSMOS2015 697927,149.88479166666667,2.3585000000000003,G
SDSSCGB 45060.3,141.15294166666666,13.484849999999998,G
[RTG2015] 3610,53.13288,-27.798072,G
SDSS J150159.61-011017.3,225.498383,-1.171497,G
WiggleZ S15J150431611+06005506,226.13171419999998,6.015294999999999,G
2dFGRS TGS153Z117,27.970833333333335,-25.82,G
WiggleZ R01J005846995-00292362,14.695848899999996,-0.48992299999999994,G
COSMOS2015 1043691,149.84912500000002,2.887527777777778,G
LEDA 1673623,231.47541666666666,22.644444444444446,G
2dFGRS TGN126Z177,188.99845833333336,-3.1583055555555553,G
WiggleZ S15J150306204+07002310,225.77584859999996,7.006417,G
COSMOS2015 1036404,149.80966666666666,2.87625,G
WiggleZ R01J005859997-02551311,14.750026,-2.920337,G
SDSS J153844.54+444800.5,234.6855916396529,44.8001491929836,G
DEEP2-GRS 43017387,37.9378,0.53127,G
WiggleZ S15J150153899+05140627,225.47457949999998,5.235076,G
COSMOS2015 261039,149.72841666666667,1.681111111111111,G
SDSS J154827.48+463113.7,237.11450986127375,46.520505866765276,G
COSMOS2015 799106,150.4214166666667,2.5133888888888887,G
COSMOS2015 1058152,149.84145833333332,2.907166666666667,G
2dFGRS TGN075Z130,197.71541666666664,-5.063055555555556,G
6dFGS gJ234943.6-292218,357.43167083333327,-29.37155555555555,G
2dFGRS TGS512Z218,28.537499999999998,-33.113055555555555,G
2MFGC 14233,272.59982499999995,1.4123444444444444,G
WISE J180539.91+603621.9,271.41627054224375,60.6060810984575,G
WiggleZ S15J150302904+03373058,225.76209789999996,3.6251599999999993,G
SDSS J152138.63+461336.0,230.41097298569125,46.22667229027445,G
WiggleZ S15J150232395+05431490,225.6349804,5.720806,G
[RTG2015] 1980,53.178863,-27.807064,G
COSMOS2015 254911,150.16920833333336,1.668972222222222,G
SDSS J152226.55+443650.8,230.6106267412183,44.614115402820275,G
2dFGRS TGS179Z112,336.03212499999995,-28.02508333333333,G
WiggleZ R01J005905029-03313750,14.770993000000002,-3.52711,G
SDSS J150404.69+011556.8,226.01957,1.265793,G
2dFGRS TGS817Z085,60.02800000000001,-49.696666666666665,G
SDSS J154003.17+443002.7,235.01323011735786,44.50075830537445,G
GAMA 3371212,141.21936,1.3164100000000003,G
SDSS J160534.66+473324.8,241.39445757828912,47.55690327861028,G
COSMOS2015 262300,150.06091666666669,1.6824722222222221,G
LEDA 2470051,121.65412336541043,54.451899426068344,G
WISE J192256.29+435224.2,290.73459045071286,43.873308730023886,G
LEDA  831314,197.69375,-21.204444444444444,G
WiggleZ S15J150214669+06090712,225.56112239999996,6.151979,G
WiggleZ R01J005802287+01482422,14.509567000000002,1.8067000000000004,G
LEDA 1944597,166.38250000000002,31.384722222222223,G
COSMOS2015 1037019,149.84966666666668,2.877638888888889,G
WiggleZ R01J010005797-00061083,15.024189899999996,-0.103037,G
COSMOS2015 257818,149.64120833333334,1.6751944444444442,G
2MASX J04221228-2630307,65.55110197113373,-26.50844089910611,G
WiggleZ S15J150153599+03430923,225.47333,3.719231,G
LCRS B011039.3-382250,18.237166666666663,-38.115750000000006,G
COSMOS2015 1054990,149.758875,2.902527777777778,G
WISE J044520.26-254444.8,71.334414507925,-25.74580322841139,G
LEDA   89539,185.92879999999997,40.04083888888888,G
WiggleZ S15J150148834+05410398,225.453473,5.684438999999999,G
SDSSCGB 23315.2,226.24627916666665,44.35222777777778,G
COSMOS2015 1029123,149.83416666666665,2.864361111111111,G
COSMOS2015 698490,150.27008333333333,2.359055555555556,G
SDSSCGB 57916.1,131.31704166666668,43.16926666666667,G
COSMOS2015 257991,149.83987499999998,1.6758888888888888,G
[RTG2015] 1778,53.158921,-27.808424,G
WiggleZ S15J150428698+05321797,226.11957419999996,5.5383249999999995,G
SDSS J150655.47+431151.1,226.73115894927287,43.197520633581945,G
LEDA 1684633,200.85637675134998,23.28159240452,G
WiggleZ R01J005919945-03050085,14.8331395,-3.083598,G
SDSS J154813.61+425550.3,237.05672381056206,42.93064861278,G
WiggleZ R01J005932576+00163238,14.8857699,0.2756330000000001,G
LEDA 1987608,0.50375,32.24333333333333,G
WISE J184122.77+472054.8,280.3450678014604,47.34853270073861,G
LEDA 1833679,349.87000000000006,28.363611111111112,G
GOODS J123656.65+622049.2,189.23603583333335,62.34700083333333,G
COSMOS2015 1047843,149.73116666666667,2.892611111111111,G
COSMOS2015 1029198,149.76404166666666,2.8666666666666667,G
COSMOS2015 1026003,149.88275,2.8619722222222226,G
2dFGRS TGS436Z107,3.0745833333333334,-31.75027777777778,G
WiggleZ R01J005801850+01391270,14.507746000000001,1.6535009999999997,G
2dFGRS TGN267Z177,204.89183333333332,-1.6374722222222222,G
COSMOS2015 1046310,149.77700000000002,2.890388888888889,G
2MASX J19174950+4429505,289.45638400775545,44.49724885223889,G
COSMOS2015 248545,150.10333333333332,1.6619166666666667,G
COSMOS2015 1045723,149.783,2.8900833333333336,G
WiggleZ R01J005854846-00350968,14.728562400000001,-0.586049,G
[CCH2004] R 50325,188.91620833333337,62.22372222222222,G
SDSS J155555.53+454101.6,238.98140584102669,45.68381577244305,G
SDSSCGB 12880.4,154.99978808756,7.82296378583,G
[TYZ2012] II  71,13.813958333333332,-0.9166388888888888,G
WISE J042037.08-270641.5,65.15449613603208,-27.111520130523335,G
SDSS J232318.07-034744.5,350.825313,-3.795707,G
COSMOS2015 1024839,149.752875,2.860777777777778,G
COSMOS2015 1032850,149.73191666666668,2.8715555555555556,G
COSMOS2015 1060693,149.86804166666664,2.906555555555556,G
WISE J182830.20+472750.9,277.12587241794705,47.464137676369724,G
COSMOS2015 1019495,149.78379166666667,2.8513611111111112,G
SDSS J154354.96+451712.2,235.97902409432209,45.28673707215694,G
WiggleZ S15J151629854+06123659,229.1243905,6.210162999999999,G
COSMOS2015 1034845,149.88283333333334,2.8746388888888887,G
WiggleZ R01J010009753-03292971,15.040674999999997,-3.491614,G
COSMOS2015 373532,149.5896,1.8601299999999998,G
WiggleZ R01J010039101+00321856,15.162956400000002,0.53846,G
COSMOS2015 296663,149.8465,1.7374444444444443,G
SDSS J150216.40-013429.2,225.568371,-1.5748039999999999,G
WISE J194129.88+530847.8,295.37464164195455,53.14658453565583,G
LEDA  921840,355.13659531257,-14.649605935100002,G
WiggleZ R01J005848384-00090360,14.701635900000003,-0.15102699999999997,G
DEEP2-GRS 32009380,352.55905,0.05989,G
WISE J044814.67-251744.5,72.061160316865,-25.29579517524722,G
SDSS J154824.02+434928.7,237.10013769655794,43.82465726989833,G
GOODS J123705.93+622300.3,189.27474999999998,62.38338888888889,G
LEDA  529971,69.71,-45.14361111111111,G
WiggleZ S15J150334437+05274070,225.89348599999997,5.461305000000001,G
SDSS J151838.80+451106.1,229.66166545436414,45.18502975273444,G
LEDA 2466358,264.9820833333334,54.32916666666667,G
WiggleZ S15J151652323+07003668,229.21801259999998,7.010187999999999,G
SDSS J164313.29+382820.8,250.80541424999998,38.47244305555555,G
COSMOS2015 697586,149.99108,2.35817,G
WiggleZ S15J150322332+05501173,225.84304869999997,5.836592,G
WiggleZ R01J005929551-01144121,14.873165500000004,-1.2448079999999997,G
2dFGRS TGS289Z062,12.859041666666666,-28.55811111111111,G
SDSS J151438.42+413825.6,228.6600425151908,41.64045171921862,G
WiggleZ S15J150225112+05015701,225.6046332,5.032503000000001,G
WiggleZ R01J005755346-01132007,14.480645500000001,-1.222269,G
COSMOS2015 1019307,149.83054166666665,2.8529722222222222,G
GOODS J123757.29+621547.7,189.48873749999996,62.263247222222226,G
LEDA 2158412,162.387506,39.961801,G
WISE J044306.66-264605.9,70.77784292746043,-26.76829939042972,G
WiggleZ R01J005750293-02112865,14.459593,-2.19132,G
COSMOS2015 379252,149.73487500000002,1.86775,G
COSMOS2015 1047721,149.86137718271,2.88940725123,G
LEDA  988696,39.49583333333333,-9.616944444444444,G
LEDA  457170,35.909166666666664,-51.36138888888889,G
